name,address,postcode,area_name,long,lat
A1 Balti House," 124 Sale Road, Manchester",M23 0BX,Manchester,-2.276358,53.410981
Abdul's," 324-326 Wilmslow Road, Manchester",M14 6XQ,Manchester,-2.219962,53.440635
Abdul's," 135 Oxford Road, Manchester",M1 7DY,Manchester,-2.23706388473511,53.4704704284668
Afghan Cuisine," 86 Wilmslow Road, Manchester",M14 5AL,Manchester,-2.225154,53.454513
Al Aqra," 412 Cheetham Hill Road, Manchester",M8 9LE,Manchester,-2.242679,53.509281
Al Safa," 40 Wilmslow Road, Manchester",M14 5TQ,Manchester,-2.225718,53.455806
Alif Grill Limited," 105 Cheetham Hill Road, Manchester",M8 8PY,Manchester,-2.240403,53.493385
Allens Fried Chicken," 82 Bury Old Road, Manchester",M8 5BW,Manchester,-2.246553,53.514298
Am Azad Manzil," 139 Beech Road, Manchester",M21 9EQ,Manchester,-2.280856,53.438413
Archies," 115b Oxford Road, Manchester",M1 7DU,Manchester,-2.23741292953491,53.4709548950195
Bentoking," 467 Princess Road, Manchester",M20 1BH,Manchester,-2.243626,53.440391
Burgers Fries and Shakes," 29A Withy Grove, Manchester",M4 2BJ,Manchester,-2.240699,53.484638
Cafe Marhaba," 36 Back Piccadilly, Manchester",M1 1HP,Manchester,-2.23485,53.48145
Chapel Lane Chippy," 182 Chapel Lane, Manchester",M9 8LZ,Manchester,-2.226881980896,53.527172088623
Chaplins Pizza," 47 Old Church Street, Manchester",M40 2JN,Manchester,-2.180371,53.50114
China Dragon," 1351 Ashton Old Road, Manchester",M11 1JT,Manchester,-2.161524,53.472988
Chinese Emperor," 440 Burnage Lane, Manchester",M19 1LH,Manchester,-2.203374,53.425366
Chunky Chicken," 789 Rochdale Road, Manchester",M9 5XD,Manchester,-2.21664,53.509627
Chunky Chicken," 436 Wilbraham Road, Manchester",M21 0AS,Manchester,-2.275495,53.44265
Civic Plaice," 8 Etrop Way, Manchester",M22 5RE,Manchester,-2.261655,53.380723
Cottage Chippy," 22 Reddish Lane, Manchester",M18 7JN,Manchester,-2.160242,53.456586
Cygnet Sandwich Bar," 18a Swan Street, Manchester",M4 5JN,Manchester,-2.233349,53.485157
Delicious Garden," 943 Oldham Road, Manchester",M40 2FE,Manchester,-2.189133,53.502151
Delight," 353 Hollinwood Avenue, Manchester",M40 0JX,Manchester,-2.172202,53.524036
Dips Chicken & Pizza," 343 Palatine Road, Manchester",M22 4FY,Manchester,-2.257295,53.407995
Dixy Chicken," 582 Stockport Road, Manchester",M13 0RQ,Manchester,-2.19959,53.455817
Dixy Chicken," 5a Wilbraham Road, Manchester",M14 6JS,Manchester,-2.220438,53.442513
Double Fortune," 387 Hollinwood Avenue, Manchester",M40 0JQ,Manchester,-2.174225,53.52468
Dougys Uptown," 51 Manchester Road, Chorlton, Manchester",M21 9PW,Manchester,-2.27854,53.445546
Eastward," 50 Broom Lane, Manchester",M19 2TG,Manchester,-2.185484,53.439696
Eat & Sweet Caribbean Food Limited," 27-29 Church Street, Manchester",M4 1PE,Manchester,-2.23819,53.48334
Encore Room," 312 Slade Lane, Manchester",M19 2BY,Manchester,-2.199593,53.443754
English Chippy," 46 Midlothian Street, Manchester",M11 4EP,Manchester,-2.188321,53.485371
Fallowfield Fish & Chips," 16 Hart Road, Manchester",M14 7LE,Manchester,-2.238594,53.44796
Finger Lickin Chicken," 422 Wilmslow Road, Manchester",M20 3BW,Manchester,-2.227865,53.43502
Florida Fried Chicken," 263 Upper Brook Street, Manchester",M13 0HR,Manchester,-2.221648,53.460856
Foggy's Pizza," 161 Fog Lane, Manchester",M20 6FJ,Manchester,-2.216943,53.421486
Food Station," 6-8 Hillkirk Street, Manchester",M11 3EZ,Manchester,-2.208321,53.482838
Frandos Grill," 569 Mauldeth Road West, Manchester",M21 7SH,Manchester,-2.265699,53.433818
Fresco Cafe," 87 Oxford Street, Manchester",M1 6EG,Manchester,-2.241642,53.47546
Frydays," 15 Vale Street, Manchester",M11 4NR,Manchester,-2.179071,53.48605
Go Falafel," 3 Newton Street, Manchester",M1 1HW,Manchester,-2.234501,53.480984
Golden Tandoori," 40-42 Great Ancoats Street, Manchester",M4 5AB,Manchester,-2.2312,53.483642
Green Garden," 183 Queens Road, Manchester",M8 0RB,Manchester,-2.229112,53.501712
Grill Brothers," 345 Claremont Road, Manchester",M14 7NB,Manchester,-2.232374,53.452926
Hadramout," 1 Walmer Street East, Manchester",M14 5SS,Manchester,-2.22424,53.455413
Halal Kebab House," 153 Wilmslow Road, Manchester",M14 5AW,Manchester,-2.224265,53.454371
Harley's," 17 Shudehill, Manchester",M4 2AF,Manchester,-2.2396,53.484775
Hong Kong Dragon," 76 Stovell Avenue, Manchester",M12 4GN,Manchester,-2.190496,53.44962
Indian Spice," 38 Old Moat Lane, Manchester",M20 3FL,Manchester,-2.232365,53.434867
Indihome," 384 Kingsway, Manchester",M19 1PL,Manchester,-2.214333,53.419989
Istanbul Express," 29-31 Sackville Street, Manchester",M1 3LZ,Manchester,-2.237464,53.477284
Italian Express,"Victoria Hall, 28 Higher Cambridge Street, Manchester",M15 6AA,Manchester,-2.240064,53.468056
Italian Junction," 16 Albert Road, Manchester",M19 3PJ,Manchester,-2.192565,53.444368
J's Kebab House," 203 Upper Chorlton Road, Manchester",M16 0BH,Manchester,-2.269634,53.451517
Jin Du," 135 Princess Road, Manchester",M14 4RB,Manchester,-2.244782,53.45558
Juci-Licious Limited,"Kiosks 2/3 North City Shopping Centre, Rochdale Road, Manchester",M9 4DH,Manchester,-2.2122830000000002,53.512745
Kallys Kitchen," 250 Middleton Road, Manchester",M8 4WA,Manchester,-2.246737,53.527789
Kam Seng Chippy," 320 Platt Lane, Manchester",M14 7DA,Manchester,-2.238573,53.446837
KG's Special," 13 Lane End Road, Manchester",M19 1WA,Manchester,-2.212291,53.420919
Khandoker Balti Takeaway," 806 Kingsway, Manchester",M20 5WQ,Manchester,-2.221553,53.40786
Khandoker Restaurant," 812 Kingsway, Manchester",M20 5WY,Manchester,-2.220836,53.408958
Kingfisher," 43 Tib Street, Manchester",M4 1LX,Manchester,-2.235043,53.483652
Kuku,"Unit Nf14 Manchester Arndale Market, 49 High Street, Manchester",M4 3AH,Manchester,-2.23927998542786,53.483959197998
La Rosa Pizza," 36 Great Ancoats Street, Manchester",M4 5AB,Manchester,-2.2312,53.483642
La Scala Pizza," 169 Fog Lane, Manchester",M20 6FJ,Manchester,-2.216943,53.421486
Lahori Dera," 649 Stockport Road, Manchester",M12 4QA,Manchester,-2.195725,53.453828
Lakeside Grill," 69 Riverdale Road, Manchester",M9 8UJ,Manchester,-2.234358,53.526177
Lightbowne Chippy," 362 Lightbowne Road, Manchester",M40 0HJ,Manchester,-2.177608,53.521791
Little Panda," 18 Levenshulme Road, Manchester",M18 7WJ,Manchester,-2.173366,53.45824
Lloyd Street Chippy," 35 Lloyd Street South, Manchester",M14 7HS,Manchester,-2.238324,53.450711
Loco Express,"Arch 65, Whitworth Street West, Manchester",M1 5WQ,Manchester,-2.244917,53.473862
Lotus Takeaway," 117 Burton Road, Manchester",M20 1HZ,Manchester,-2.238313,53.43002
Love Pizza," 26 Hulme High Street, Manchester",M15 5JS,Manchester,-2.248492,53.461765
Lucky House," 771 Moston Lane, Manchester",M40 5RJ,Manchester,-2.182616,53.522035
Main Road Chippy,"Ground Floor, 286 Ashton New Road, Manchester",M11 3HY,Manchester,-2.2005977,53.4815563
Masala Mafia," 6 Hart Road, Manchester",M14 7LE,Manchester,-2.238594,53.44796
Miami Crispy Fried Chicken," 17 Lane End Road, Manchester",M19 1WA,Manchester,-2.212291,53.420919
Michaels Take Away Limited," 111 Mauldeth Road, Manchester",M14 6SR,Manchester,-2.2129925,53.4350735
Mr Bakers," 16a Rowlandsway, Manchester",M22 5RG,Manchester,-2.260654,53.379341
Mr Macs Englsih Fish and Chips," 238 Lightbowne Road, Manchester",M40 5EF,Manchester,-2.191381,53.509068
Naan Sense," 28a Bury New Road, Manchester",M8 8EL,Manchester,-2.24961400032043,53.4935989379883
Naasouk," 251 Kingsway, Manchester",M19 1AL,Manchester,-2.207531,53.432307
New Shalimar," 92 Claremont Road, Manchester",M14 4RR,Manchester,-2.244437,53.453234
New York Pizza & Grill," 52 Great Ancoats Street, Manchester",M4 5AB,Manchester,-2.2312,53.483641
Orange Pizza," 184 Rochdale Road, Manchester",M40 7RA,Manchester,-2.222628,53.495549
Oriental Express," 291 Palatine Road, Manchester",M22 4ET,Manchester,-2.255072,53.411146
Palatable Pizza," 298 Portway, Manchester",M22 1TE,Manchester,-2.268649,53.374092
Pancho's Burritos,"Units Fc1-Fc2 Manchester Arndale Market, 49 High Street, Manchester",M4 3AH,Manchester,-2.239279,53.483958
Papa John's," 254 Wilmslow Road, Manchester",M14 6LD,Manchester,-2.218938,53.443495
Paradise Takeaway," 600 Stockport Road, Manchester",M13 0RQ,Manchester,-2.19959,53.455817
Peperone," 72 Church Road, Manchester",M22 4NW,Manchester,-2.25614595413208,53.407169342041
Philpotts,"Unit 1 Lowry House, 17 Marble Street, Manchester",M2 1FB,Manchester,-2.241179,53.481464
Pizza Co," 121 Oxford Road, Manchester",M1 7DU,Manchester,-2.237413,53.470956
Pizza Deluxe," 636 Hyde Road, Manchester",M18 7EE,Manchester,-2.173648,53.460972
Pizza Lane," 226 Moston Lane, Manchester",M40 9NS,Manchester,-2.201249,53.513592
Pizza Perfect," 156 Hollyhedge Road, Manchester",M22 9UE,Manchester,-2.258966,53.388396
Raj Takeaway," 252 Wilmslow Road, Manchester",M14 6LD,Manchester,-2.218938,53.443495
Real Taste," 573 Wilmslow Road, Manchester",M20 3QH,Manchester,-2.228216,53.427478
Roy's Original Sweet Dish Take Away,"Hulme Market Hall, Hulme High Street, Manchester",M15 5JT,Manchester,-2.247902,53.461379
Rusholme Chippy," 62 Wilmslow Road, Manchester",M14 5AL,Manchester,-2.225154,53.454513
Sabar," 38 Teddington Road, Manchester",M40 0DJ,Manchester,-2.176139,53.516831
Sanam Sweet Centre," 169 Wilmslow Road, Manchester",M14 5AP,Manchester,-2.223658,53.4538941
Sandwich Bar," 37 Liverpool Road, Manchester",M3 4NQ,Manchester,-2.252885,53.476011
Shing Fat," 124 Moston Lane, Manchester",M9 4HU,Manchester,-2.207128,53.513222
Silverspoon Takeaway," 100 Great Western Street, Manchester",M14 4RA,Manchester,-2.243128,53.45605
Spicy Space," 12 Greenheys Lane, Manchester",M15 6NQ,Manchester,-2.240096,53.463068
Stovebalti Indian Takeaway," 72 Old Church Street, Manchester",M40 2JF,Manchester,-2.181002,53.500959
Street Garden," 31 Princess Street, Manchester",M2 4EW,Manchester,-2.24388194084167,53.4797592163086
Sublicious Ltd," 94a Withington Road, Manchester",M16 8FA,Manchester,-2.257717,53.453071
Subway,"Unit U16 Arndale Centre, Market Street, Manchester",M4 3AB,Manchester,-2.241703,53.483468
Subway," 12 Oxford Road, Manchester",M1 5QA,Manchester,-2.23997,53.472901
Subway,"Unit 1, 961 Ashton Old Road, Manchester",M11 2SL,Manchester,-2.177722,53.473469
Subway," 55 Cross Street, Manchester",M2 4JN,Manchester,-2.2446990000000002,53.480388
Subway," 59a Piccadilly, Manchester",M1 2AG,Manchester,-2.234514,53.4810989
Subway,"Manchester Royal Infirmary, Oxford Road, Manchester",M13 9WL,Manchester,-2.224724,53.461435
Subway,"Mcdonalds, 403-419 Oxford Road, Manchester",M13 9WG,Manchester,-2.22936797142029,53.4625053405762
Sun Sun," 408 Wilbraham Road, Manchester",M21 0SD,Manchester,-2.271927,53.442703
Swan Chinese Food," 455 Barlow Moor Road, Manchester",M21 8AU,Manchester,-2.273963,53.436262
Sweet Mandarin," 19 Copperas Street, Manchester",M4 1HS,Manchester,-2.236057,53.48436
The Atlantic Fish Bar," 557 Wilbraham Road, Manchester",M21 0AE,Manchester,-2.27605,53.442325
The Battered Cod," 444 Wilmslow Road, Manchester",M20 3BW,Manchester,-2.227865,53.43502
The British Raj," 234 Fog Lane, Manchester",M20 6EL,Manchester,-2.217197,53.42109
The Canadian Charcoal Pit," 212 Mauldeth Road, Manchester",M19 1AJ,Manchester,-2.206552,53.432066
The Chus Takeaway," 436 Palatine Road, Manchester",M22 4JT,Manchester,-2.260568,53.407008
The Crispy Cod," 3 Green End Road, Manchester",M19 1SQ,Manchester,-2.209163,53.427397
The Fish Hut," 27 Liverpool Road, Manchester",M3 4NW,Manchester,-2.2520539999999998,53.47577
The Kitchen,"Harburg House, 11 Ladybarn Road, Manchester",M14 6WN,Manchester,-2.215932,53.441532
The One," 148 Oldham Road, Manchester",M4 6BG,Manchester,-2.226772,53.486975
The Phoenix Deli," 127 Oswald Road, Manchester",M21 9GE,Manchester,-2.280146,53.447134
Thompsons Fish & Chips," 293 Victoria Avenue, Blackley, Manchester",M9 0NG,Manchester,-2.227667,53.532788
Three Star," 193 Slack Road, Manchester",M9 8AW,Manchester,-2.219983,53.517468
Three Stars Fish And Chips," 49-51 Hall Lane, Manchester",M23 1AQ,Manchester,-2.277034,53.399349
Tiffin Bites," 1144 Rochdale Road, Manchester",M9 6FQ,Manchester,-2.2091,53.530881
Tondori Royale," 682 Burnage Lane, Manchester",M19 1NA,Manchester,-2.211285,53.421308
Tony's," 50 Burnage Lane, Manchester",M19 2NL,Manchester,-2.200496,53.437379
Tonys Quality Sandwiches," 7 Piercy Street, Manchester",M4 7HY,Manchester,-2.216478,53.483813
Twins Pizza," 31 Lloyd Street South, Manchester",M14 7HS,Manchester,-2.238324,53.450712
Wendy's," 10 Burnsall Walk, Manchester",M22 1SG,Manchester,-2.280345,53.376842
Wing Wah," 1198a Rochdale Road, Manchester",M9 6FR,Manchester,-2.2074029,53.5328955
Wok n Roll," 233 Burnage Lane, Manchester",M19 1FN,Manchester,-2.200441,53.431924
Yasmin Garden," 798 Ashton New Road, Manchester",M11 4RY,Manchester,-2.177954,53.482213
Yee Hing," 199 Victoria Avenue, Blackley, Manchester",M9 0RA,Manchester,-2.222376,53.533778
Zam Zam's," 390 Hollinwood Avenue, Manchester",M40 0JD,Manchester,-2.172023,53.524522
333 Take Away," 1276 Ashton Old Road, Manchester",M11 1JJ,Manchester,-2.164476,53.472697
40 The Grill Ltd," 40 Shudehill, Manchester",M4 1EZ,Manchester,-2.238304,53.484769
Abdul Hadi," 298 Oxford Road, Manchester",M13 9NS,Manchester,-2.230515,53.462898
Al Faisal Tandoori," 58 Thomas Street, Manchester",M4 1EG,Manchester,-2.23643,53.48373
Al-Madina Takeaway," 76 Wilmslow Road, Manchester",M14 5AL,Manchester,-2.225154,53.454513
Amigos," 9 Vale Street, Manchester",M11 4NR,Manchester,-2.17907,53.48605
Antalya Coffee and Grill," 78-80 Wilmslow Road, Manchester",M14 5AL,Manchester,-2.225065,53.4544425
Ayaan Fried Chicken," 36a Mersey Bank Avenue, Manchester",M21 7NN,Manchester,-2.26302695274353,53.422779083252
Babylon," 125 Oxford Road, Manchester",M1 7DU,Manchester,-2.237413,53.470956
Battered Cod," 176 Moorcroft Road, Manchester",M23 0AH,Manchester,-2.29297,53.409431
Billys Fish & Chips," 405 Queens Road, Manchester",M40 8RE,Manchester,-2.215492,53.500362
Brewsters Fish & Chip & Sandwich Shop," 85-87 Cheetham Hill Road, Manchester",M4 4ER,Manchester,-2.240624,53.492531
Burnage Fast Food," 207 Burnage Lane, Manchester",M19 1FE,Manchester,-2.200206,53.433084
Burnage Tandoori,"3 Central Buildings, Kingsway, Burnage, Manchester",M19 1SP,Manchester,-2.209617,53.427854
Butties R Us," 6 Byrom Parade, Manchester",M19 3HH,Manchester,-2.181219,53.445725
Buttylicious," 116 Reddish Lane, Manchester",M18 7JL,Manchester,-2.159183,53.455427
Canadian Charcoal Pit," 705 Stockport Road, Manchester",M19 3AG,Manchester,-2.191862,53.448746
Canton Palace Fish & Chips," 182 Hill Lane, Manchester",M9 6RG,Manchester,-2.212911,53.532618
Cha Cha's," 789 Stockport Road, Manchester",M19 3DL,Manchester,-2.191025,53.446743
Cheetham Hill Pizza," 65 Cheetham Hill Road, Manchester",M4 4ES,Manchester,-2.240877,53.492098
Chesters," 363 Palatine Road, Manchester",M22 4FY,Manchester,-2.257295,53.407995
Chesters," 352 Moston Lane, Manchester",M40 9JS,Manchester,-2.195112,53.513692
Chicken Cottage," 8 Lane End Road, Manchester",M19 1WA,Manchester,-2.212291,53.420919
Chicken Hut & Curry House," 853 Ashton New Road, Manchester",M11 4PA,Manchester,-2.170297,53.481614
Chicken Run," 6 Yarburgh Street, Manchester",M16 7FJ,Manchester,-2.256035,53.453615
Chikken Bar," 195 Victoria Avenue, Blackley, Manchester",M9 0RA,Manchester,-2.222376,53.533778
Chopstick House," 107 Sale Road, Manchester",M23 0BU,Manchester,-2.277575,53.410817
Clayton Fast Food & Balti House," 859 Ashton New Road, Manchester",M11 4PA,Manchester,-2.170297,53.481613
Dallas Pizza," 147 Lloyd Street South, Manchester",M14 7LA,Manchester,-2.239162,53.447222
Delaunays Chippy," 85 Delaunays Road, Manchester",M8 4RE,Manchester,-2.230326,53.519785
Delhi2Go," 119 Oldham Street, Manchester",M4 1LN,Manchester,-2.233585,53.484284
Dixy Chicken," 9 Wilmslow Road, Manchester",M14 5TB,Manchester,-2.225526,53.456507
Dixy Chicken,"6 Kingsway Buildings, Kingsway, Manchester",M19 1PH,Manchester,-2.209555,53.427513
Dominics," 1048 Ashton New Road, Manchester",M11 4PE,Manchester,-2.167868,53.480952
Don Paolo Pizzeria," 112 Reddish Lane, Manchester",M18 7JL,Manchester,-2.159183,53.455427
Drumstick," 331 Palatine Road, Manchester",M22 4HH,Manchester,-2.256175,53.409445
East 2 East Deli," 100a Waterloo Road, Cheetham, Manchester",M8 8AW,Manchester,-2.24845910072327,53.4971542358398
Eastgate Cafe,"Eastgate, 2-4 Castle Street, Manchester",M3 4LZ,Manchester,-2.254774,53.474444
Falofil Express," 127 Oxford Road, Manchester",M1 7DY,Manchester,-2.237064,53.470471
Fillers," 83a Delaunays Road, Manchester",M8 4RF,Manchester,-2.233185,53.518602
Flavaz," 122 Mauldeth Road, Manchester",M14 6SQ,Manchester,-2.213324,53.434805
Food Jungle," 735 Stockport Road, Manchester",M19 3AR,Manchester,-2.191513,53.448037
Freddy's Chicken and Pizza," 834 Hyde Road, Manchester",M18 7JD,Manchester,-2.162163,53.458732
Friends Takeaway," 408 Cheetham Hill Road, Manchester",M8 9LE,Manchester,-2.242679,53.509281
Godfather Kebab House," 271 Kingsway, Manchester",M19 1AN,Manchester,-2.207874,53.431435
Golden Bridge Chinese Takeaway," 1172 Rochdale Road, Manchester",M9 6ER,Manchester,-2.208246,53.531988
Grub n Go," 440 Wilmslow Road, Manchester",M20 3BW,Manchester,-2.227865,53.43502
Gym Shack,"Unit F14 Manchester Arndale Market, 49 High Street, Manchester",M4 3AH,Manchester,-2.23927998542786,53.483959197998
Hatty's," 247 Deansgate, Manchester",M3 4EN,Manchester,-2.249879,53.477312
Hawkins," 584 Ashton New Road, Manchester",M11 4SG,Manchester,-2.186819,53.483315
Hazel's Catering," 70 Old Church Street, Manchester",M40 2JF,Manchester,-2.181002,53.500959
Henrys Takeaway," 408 Stretford Road, Manchester",M15 4AE,Manchester,-2.259541,53.465562
Hong Kong Chippy," 591 Ashton New Road, Manchester",M11 4EA,Manchester,-2.187092,53.483593
Hungry Joe's Sandwich Bar," 163 Chapman Street, Manchester",M18 8LY,Manchester,-2.169896,53.464473
J's Kitchen," 1408 Ashton Old Road, Manchester",M11 1HL,Manchester,-2.156491,53.472537
J's Rhythm," 41 Button Lane, Manchester",M23 0LZ,Manchester,-2.286967,53.413742
Jackies Chippy," 5 Grangepark Road, Manchester",M9 7AF,Manchester,-2.199009,53.524884
Janam Fast Food," 78 Portland Street, Manchester",M1 4QX,Manchester,-2.239953,53.477908
Jannah's Kitchen," 34 Portway, Manchester",M22 1UB,Manchester,-2.27647304534912,53.3799514770508
Jin Bi Won," 33 Peel Hall Road, Manchester",M22 5DW,Manchester,-2.248055,53.381534
Kansas Fried Chicken," 424 Wilbraham Road, Manchester",M21 0AS,Manchester,-2.275495,53.44265
Kansas Fried Chicken," 92 Wilmslow Road, Manchester",M14 5AL,Manchester,-2.225154,53.454513
Kashmiri Spice," 259 Kingsway, Manchester",M19 1AN,Manchester,-2.207874,53.431435
Kebab King," 787 Rochdale Road, Manchester",M9 5XD,Manchester,-2.21664,53.509627
Khans Biryani and Kabli Pilau Takeaway," 995 Stockport Road, Manchester",M19 2SY,Manchester,-2.187835,53.440384
King Fried Chicken," 296 Claremont Road, Manchester",M14 4EP,Manchester,-2.23659,53.453016
Kool Running," 532 Stockport Road, Manchester",M12 4JJ,Manchester,-2.200815,53.456875
Kurry Hut," 187 Hollyhedge Road, Manchester",M22 8UE,Manchester,-2.258878,53.388918
Lahori," 452 Wilbraham Road, Manchester",M21 0AG,Manchester,-2.276518,53.442648
Lahori Maza Ltd,"Gnd Flr, 144 Cheetham Hill Road, Manchester",M8 8PZ,Manchester,-2.239108,53.493765
Lahori Nazara," 633-635 Stockport Road, Manchester",M12 4QA,Manchester,-2.19572496414185,53.4538269042969
Lee's Chippy," 204 Hollyhedge Road, Manchester",M22 4QN,Manchester,-2.253835,53.387895
Lemontine Peri Peri," 205 Wilmslow Road, Manchester",M14 5AQ,Manchester,-2.222919,53.453348
Long Rong," 1052 Ashton New Road, Manchester",M11 4PE,Manchester,-2.167868,53.480952
Lucky Star," 15 Lansdowne Road, Manchester",M8 5SF,Manchester,-2.236756,53.515333
Lucky Star," 68 Mauldeth Road West, Manchester",M20 3FQ,Manchester,-2.230682,53.438197
Luigi's Pizzas," 676 Burnage Lane, Manchester",M19 1NA,Manchester,-2.211285,53.421307
Manchipster," 4 Dantzic Street, Manchester",M4 2AD,Manchester,-2.239767,53.484901
Masha'Allah Truly Scrumptious Fried Chicken," 432 Cheetham Hill Road, Manchester",M8 9LE,Manchester,-2.242679,53.509281
Mike's Fish & Chips," 531 Wilmslow Road, Manchester",M20 4BA,Manchester,-2.22838592529297,53.4309921264648
Ming Chef," 4 Queensway, Manchester",M19 1QP,Manchester,-2.215677,53.41507
Mr Pizza," 6 Victoria Avenue, Blackley, Manchester",M9 6QL,Manchester,-2.210606,53.533331
Mughali," 53 Bury New Road, Manchester",M8 8FX,Manchester,-2.251049,53.494289
Munch," 186 Stockport Road, Manchester",M13 9AB,Manchester,-2.215995,53.465801
New Ashy's," 66 Crumpsall Lane, Manchester",M8 5SG,Manchester,-2.237883,53.517227
New Good Fortune," 831 Wilmslow Road, Manchester",M20 5WD,Manchester,-2.2225134,53.410616
New Manzin," 26 Greenbrow Road, Manchester",M23 1EX,Manchester,-2.285538,53.391436
Nice N Spice," 723 Stockport Road, Manchester",M19 3AR,Manchester,-2.191513,53.448037
Nothing to Something," 157a Princess Road, Manchester",M14 4RE,Manchester,-2.244762,53.454672
Oriental City," 763 Stockport Road, Manchester",M19 3DL,Manchester,-2.191025,53.446743
Oriental Express," 5 Meldon Road, Manchester",M13 0TZ,Manchester,-2.20795,53.450166
Oriental House," 32 Gladeside Road, Manchester",M22 9GQ,Manchester,-2.270663,53.385934
Pastry House,"Unit 2 Adjacent 1a, Walmer Street East, Manchester",M14 5SS,Manchester,-2.22424,53.455413
Peking," 17 Bowland Road, Manchester",M23 1JP,Manchester,-2.288707,53.395195
Peking Chef," 208 Mauldeth Road, Manchester",M19 1AJ,Manchester,-2.206295,53.4321281
Peri Peri Chicken Shaq," 261 Oldham Road, Manchester",M40 7PS,Manchester,-2.217689,53.493536
Pizza Browa," 312 Platt Lane, Manchester",M14 7BZ,Manchester,-2.237551,53.447207
Pizza Co," 8 Burnsall Walk, Manchester",M22 1SG,Manchester,-2.280345,53.376842
Pollo Takeaway," 58 Stockport Road, Manchester",M12 6AL,Manchester,-2.221686,53.468235
Popeyes," 55 Manchester Road, Chorlton, Manchester",M21 9PW,Manchester,-2.27854,53.445546
Pronto Pizza," 53 Kingsway, Manchester",M19 2LL,Manchester,-2.203633,53.441653
Rajas Pizza Bar," 362 Cheetham Hill Road, Manchester",M8 9LS,Manchester,-2.24047,53.507865
Rehoboth," 227 Moston Lane, Manchester",M9 4HE,Manchester,-2.203511,53.513794
Saajan (Original) Takeaway," 316 Wilmslow Road, Manchester",M14 6XQ,Manchester,-2.219962,53.440635
Saajan Takeaway," 129 Wilmslow Road, Manchester",M14 5AW,Manchester,-2.2244141,53.4544949
Shuhel Tandoori," 48 Old Church Street, Manchester",M40 2JF,Manchester,-2.181003,53.500959
Simply Delicious," 309 Palatine Road, Manchester",M22 4HH,Manchester,-2.256175,53.409445
Sizzlers," 433 Abbey Hey Lane, Manchester",M18 8RR,Manchester,-2.164086,53.465416
Spice Cabin," 8 Tavistock Square, Manchester",M9 5RD,Manchester,-2.21632,53.505916
Spice World," 191 Victoria Avenue, Blackley, Manchester",M9 0RA,Manchester,-2.222376,53.533778
Street Steak," 501 Claremont Road, Manchester",M14 5WU,Manchester,-2.224408,53.452986
Subway,"Unit 2, 998 Ashton New Road, Manchester",M11 4PD,Manchester,-2.169165,53.48113
Super Sandwich," 11 Newton Street, Manchester",M1 1HF,Manchester,-2.234351,53.481083
Supertaste," 306 Claremont Road, Manchester",M14 4EP,Manchester,-2.23659,53.453016
Tasty Bites," 106 Sale Road, Manchester",M23 0BX,Manchester,-2.276358,53.410981
The Appetizer," 381 Palatine Road, Manchester",M22 4FY,Manchester,-2.257295,53.407995
The Baths Supper Bar," 113 Manchester Road, Chorlton, Manchester",M21 9PG,Manchester,-2.27754402160645,53.4474716186523
The Golden Gate," 72 Stockport Road, Manchester",M12 6AL,Manchester,-2.221687,53.468236
The Jungle Grill," 92 Bury Old Road, Manchester",M8 5BW,Manchester,-2.246553,53.514298
The Little Chippy," 929 Stockport Road, Manchester",M19 3NP,Manchester,-2.189347,53.441748
The Manchu Wok," 4-6 Lane End Road, Manchester",M19 1WA,Manchester,-2.212291,53.420919
The Megna," 51 Kenyon Lane, Manchester",M40 9JG,Manchester,-2.196345,53.512935
The Place Cafe," 235 Charlestown Road, Manchester",M9 7BD,Manchester,-2.193875,53.523598
The Place To Eat,"Manchester Harpurhey Market North City Shopping Centre, Rochdale Road, Manchester",M9 4BP,Manchester,-2.211387,53.51148
The Wok Express," 98 Church Lane, Lightbowne, Manchester",M9 4NH,Manchester,-2.209916,53.509676
Topkapi Take Away and Cafe," 194 Deansgate, Manchester",M3 3ND,Manchester,-2.249632,53.478858
Trawlers 2," 8 Byrom Parade, Manchester",M19 3HH,Manchester,-2.181219,53.445724
Turkiss Shawarma," 244b Wilmslow Road, Manchester",M14 6LD,Manchester,-2.218938,53.443495
USA Fried Chicken," 82 Old Church Street, Manchester",M40 2JF,Manchester,-2.181003,53.500959
Waffle Away," 120a Withington Road, Manchester",M16 8FA,Manchester,-2.2577301,53.452756
Williams Sandwich Bar," 45-47 Hilton Street, Manchester",M1 2EF,Manchester,-2.231958,53.481636
Wing Hing," 94 Cornishway, Manchester",M22 0JX,Manchester,-2.257412,53.37009
Wok," 118 Mauldeth Road, Manchester",M14 6SQ,Manchester,-2.213324,53.434804
Wok Star," 157 Fog Lane, Manchester",M20 6FJ,Manchester,-2.216943,53.421486
Youngs Fish & Chips," 344 Dickenson Road, Manchester",M13 0NG,Manchester,-2.203262,53.455388
Yue Yee House," 303 Greenbrow Road, Manchester",M23 2UH,Manchester,-2.285502,53.379257
Yummy Chinese Chippy," 446 Burnage Lane, Manchester",M19 1LH,Manchester,-2.203375,53.425366
Yummy House Take-Away Fish & Chips," 134 Oldham Road, Manchester",M4 6BG,Manchester,-2.226772,53.486975
Al-Aqsa Take Away Limited," 595a Stockport Road, Manchester",M13 0RX,Manchester,-2.198309,53.455621
Amin," 177 School Lane, Manchester",M19 1GN,Manchester,-2.217514,53.415408
